,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
146,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,NullInputStreamTest.TestNullInputStream,0,39,0,2,0,9,0,5,0,4
147,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,ObservableInputStreamTest.LastByteKeepingObserver,0,25,0,0,0,11,0,4,0,4
148,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,SwappedDataInputStreamTest,14,201,0,2,6,51,2,16,2,15
149,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,TailerTest.TestTailerListener,0,69,0,0,0,22,0,9,0,9
150,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,TaggedInputStreamTest,35,187,0,0,12,47,0,5,0,5
151,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,ReversedLinesFileReaderTestParamFile,2,343,0,6,0,39,0,7,0,4
152,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,MessageDigestCalculatingInputStreamTest,0,57,0,2,0,15,0,4,0,3
153,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,BOMInputStreamTest.ExpectCloseInputStream,2,8,0,0,1,4,1,2,1,2
154,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,NullReaderTest,71,374,0,14,16,84,0,14,0,7
155,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,CloseShieldInputStreamTest,0,64,0,0,0,11,0,3,0,3
156,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,CharSequenceInputStreamTest,48,907,14,54,7,183,14,66,2,44
157,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,XmlStreamReaderTest,100,1227,4,22,20,253,5,35,1,26
158,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,ObservableInputStreamTest.LastBytesKeepingObserver,0,27,0,0,0,9,0,2,0,2
159,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,UnixLineEndingInputStreamTest,0,94,0,0,0,25,0,11,0,11
160,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,TailerTest,45,1198,8,26,5,240,8,25,0,16
161,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,TeeInputStreamTest,0,262,0,0,0,48,0,9,0,9
162,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,ProxyReaderTest.CustomNullReader,6,15,2,2,0,4,2,3,0,3
163,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,BoundedReaderTest,0,426,0,4,0,109,0,15,0,13
164,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,AutoCloseInputStreamTest,0,236,0,10,0,37,0,11,0,6
165,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,ObservableInputStreamTest,3,192,1,7,2,50,1,6,0,3
166,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,ReaderInputStreamTest,4,312,4,14,0,68,4,17,0,12
167,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,WindowsLineEndingInputStreamTest,0,91,0,0,0,24,0,10,0,10
168,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,BrokenInputStreamTest,54,57,0,0,14,23,0,7,0,7
169,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,ProxyReaderTest.ProxyReaderImpl,0,4,0,0,0,2,0,1,0,1
170,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,BOMInputStreamTest,106,2255,6,14,22,436,6,61,1,56
171,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,ProxyReaderTest,0,39,0,0,0,10,0,3,0,3
172,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,InfiniteCircularInputStreamTest,0,102,0,2,0,19,0,5,0,4
173,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,CountingInputStreamTest,12,428,0,0,4,110,0,11,0,11
174,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,ReversedLinesFileReaderTestParamBlockSize,18,554,1,7,4,93,1,26,0,23
175,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,BoundedReaderTest.new BufferedReader() {...},0,17,0,0,0,5,0,2,0,2
176,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.input,XmlStreamReaderUtilitiesTest,40,1135,0,0,8,202,0,24,0,24
177,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,3,0,2,0,2
178,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ChunkedOutputStreamTest,11,60,0,0,3,16,1,4,1,4
179,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ChunkedWriterTest,12,69,0,0,2,19,1,4,1,4
180,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,DeferredFileOutputStreamTest,63,709,0,0,29,151,0,13,0,13
181,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,AppendableOutputStreamTest,0,39,0,0,0,10,0,4,0,4
182,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,3,0,2,0,2
183,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ProxyOutputStreamTest,0,47,0,0,0,12,0,4,0,4
184,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,3,0,2,0,2
185,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,3,0,2,0,2
186,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ThresholdingOutputStreamTest,0,30,0,0,0,9,0,2,0,2
187,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,3,0,2,0,2
188,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ChunkedWriterTest.new OutputStreamWriter() {...},0,20,0,0,0,5,0,2,0,2
189,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,TaggedOutputStreamTest,43,147,0,0,15,43,0,4,0,4
190,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,StringBuilderWriterTest,9,314,0,0,1,78,0,14,0,14
191,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,3,0,2,0,2
192,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,3,0,2,0,2
193,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,3,0,2,0,2
194,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ProxyOutputStreamTest.new ByteArrayOutputStream() {...},3,9,1,1,1,4,1,2,0,2
195,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,3,0,2,0,2
196,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,FileWriterWithEncodingTest,51,401,2,4,12,109,2,18,0,17
197,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,3,0,2,0,2
198,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,BrokenOutputStreamTest,37,45,0,0,10,17,0,5,0,5
199,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,NullOutputStreamTest,0,35,0,0,0,11,0,2,0,2
200,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,TeeOutputStreamTest.RecordCloseByteArrayOutputStream,0,6,0,0,0,3,0,1,0,1
201,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,LockableFileWriterTest,56,329,0,0,7,81,0,10,0,10
202,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ByteArrayOutputStreamTestCase,11,477,4,16,4,99,4,16,0,10
203,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ThresholdingOutputStreamTest.new ThresholdingOutputStream() {...},0,23,0,0,0,6,0,3,0,3
204,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ProxyWriterTest,49,408,0,0,20,84,0,22,0,22
205,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,WriterOutputStreamTest,16,222,4,6,4,62,2,19,0,16
206,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,TeeOutputStreamTest,24,179,0,8,4,35,0,9,0,5
207,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ClosedOutputStreamTest,9,23,0,0,4,7,0,3,0,3
208,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,NullWriterTest,0,46,0,0,0,11,0,2,0,2
209,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,TeeOutputStreamTest.ExceptionOnCloseByteArrayOutputStream,0,4,0,0,0,1,0,1,0,1
210,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,CloseShieldOutputStreamTest,7,47,0,0,2,12,0,3,0,3
211,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,CountingOutputStreamTest,12,202,0,10,4,41,0,9,0,4
212,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,ChunkedOutputStreamTest.new ByteArrayOutputStream() {...},0,19,0,0,0,5,0,2,0,2
213,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,XmlStreamWriterTest,0,171,0,6,0,57,0,20,0,17
214,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.output,CloseShieldOutputStreamTest.new ByteArrayOutputStream() {...},5,6,0,0,2,2,1,1,1,1
215,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.testtools,YellOnCloseInputStream,5,4,0,0,1,2,1,1,1,1
216,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.testtools,YellOnFlushAndCloseOutputStream,16,23,3,1,5,10,3,3,1,3
217,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.testtools,TestUtils,69,380,8,24,12,75,8,22,0,14
218,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOCaseTestCase,177,907,11,11,46,181,11,20,0,20
219,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsTestCase.new Writer() {...},4,6,0,0,4,2,4,1,4,1
220,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileCleaningTrackerTestCase,129,714,13,9,25,156,10,18,0,17
221,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsTestCase.new Reader() {...},3,6,0,0,2,2,2,1,2,1
222,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileSystemUtilsTestCase.new FileSystemUtils() {...},0,12,0,2,0,3,0,3,0,2
223,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,EndianUtilsTest,6,956,0,2,2,185,0,24,0,23
224,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,SelectorAdapter,17,3,0,0,9,1,9,1,9,1
225,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsTestCase.new Writer() {...},4,6,0,0,4,2,4,1,4,1
226,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileUtilsFileNewerTestCase,61,187,4,4,15,32,7,6,3,6
227,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsTestCase.new SelectorAdapter() {...},0,10,0,0,0,3,0,2,0,2
228,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileUtilsListFilesTestCase,9,452,0,4,2,104,0,10,0,8
229,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileUtilsCleanSymlinksTestCase,488,62,8,8,107,20,9,10,1,10
230,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileUtilsTestCase.new File() {...},0,11,0,0,0,4,0,3,0,3
231,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,DemuxTestCase,0,238,0,4,0,53,0,12,0,10
232,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,ByteOrderParserTest,5,18,0,0,2,6,1,4,1,4
233,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,HexDumpTest,16,844,0,42,4,140,0,25,0,4
234,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileUtilsTestCase,1106,6368,70,88,224,1524,73,156,4,146
235,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsTestCase.new Closeable() {...},0,10,0,0,0,3,0,2,0,2
236,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileSystemUtilsTestCase.MockFileSystemUtils,0,36,0,2,0,10,0,4,0,3
237,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,DirectoryWalkerTestCaseJava4.TestMultiThreadCancelWalker,5,63,0,6,1,20,0,9,0,6
238,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,DemuxTestCase.ReaderThread,3,54,0,2,1,15,0,4,0,3
239,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,DirectoryWalkerTestCase.TestFalseFileFinder,0,7,0,0,0,3,0,2,0,2
240,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,DirectoryWalkerTestCaseJava4.TestCancelWalker,5,57,0,6,1,17,0,8,0,5
241,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,LineIteratorTestCase.new BufferedReader() {...},0,12,0,0,0,3,0,2,0,2
242,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,CopyUtilsTest,0,432,0,0,0,91,0,12,0,12
243,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileSystemUtilsTestCase.new FileSystemUtils() {...},0,8,0,0,0,3,0,2,0,2
244,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsTestCase.new InputStream() {...},2,6,0,0,1,2,1,1,1,1
245,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,ByteOrderMarkTestCase,55,341,0,0,8,52,0,11,0,11
246,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsTestCase.new Reader() {...},3,6,0,0,2,2,2,1,2,1
247,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileUtilsTestCase.new File() {...},0,9,0,0,0,3,0,2,0,2
248,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,DirectoryWalkerTestCase.TestMultiThreadCancelWalker,5,63,0,6,1,20,0,9,0,6
249,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileUtilsDirectoryContainsTestCase,36,299,0,0,5,66,0,13,0,13
250,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,LineIteratorTestCase.new LineIterator() {...},0,25,0,2,0,4,0,3,0,2
251,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOExceptionWithCauseTestCase,0,49,0,0,0,13,0,4,0,4
252,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsCopyTestCase,56,754,0,0,24,156,0,25,0,25
253,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,DirectoryWalkerTestCaseJava4.TestFileFinder,4,32,0,0,1,12,0,5,0,5
254,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsWriteTestCase,86,1679,0,0,30,391,0,54,0,54
255,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileSystemUtilsTestCase,425,401,15,1,92,145,8,29,0,29
256,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsTestCase,245,2851,3,7,73,751,9,110,6,108
257,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,CharsetsTestCase,0,97,0,0,0,26,0,9,0,9
258,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileUtilsWaitForTestCase.new Runnable() {...},0,28,0,0,0,6,0,2,0,2
259,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileCleanerTestCase,0,5,0,0,0,2,0,2,0,2
260,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsTestCase.new ServerSocket() {...},0,10,0,0,0,3,0,2,0,2
261,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileUtilsCleanDirectoryTestCase,99,119,10,2,24,27,7,7,1,7
262,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,TaggedIOExceptionTest,0,34,0,0,0,9,0,2,0,2
263,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsTestCase.new Closeable() {...},0,10,0,0,0,3,0,2,0,2
264,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,DirectoryWalkerTestCaseJava4.TestFalseFileFinder,0,7,0,0,0,3,0,2,0,2
265,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileDeleteStrategyTestCase,49,236,3,3,10,67,3,7,0,7
266,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsTestCase.new Socket() {...},0,10,0,0,0,3,0,2,0,2
267,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,DirectoryWalkerTestCase,150,863,1,15,20,143,1,29,0,22
268,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FilenameUtilsTestCase,168,5312,6,6,30,762,7,39,1,39
269,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsTestCase.new InputStream() {...},2,6,0,0,1,2,1,1,1,1
270,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,ThreadMonitorTestCase,28,40,0,0,6,20,0,4,0,4
271,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,LineIteratorTestCase,84,581,3,17,28,158,3,32,0,25
272,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,DirectoryWalkerTestCase.TestCancelWalker,5,57,0,6,1,17,0,8,0,5
273,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileUtilsTestCase.new File() {...},0,10,0,0,0,3,0,2,0,2
274,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileUtilsTestCase.ListDirectoryWalker,0,25,0,2,0,10,0,5,0,4
275,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileUtilsWaitForTestCase,0,52,0,0,0,14,0,3,0,3
276,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsTestCase.new OutputStream() {...},1,6,0,0,1,2,1,1,1,1
277,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,DirectoryWalkerTestCaseJava4,80,795,1,13,10,133,1,26,0,20
278,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,IOUtilsTestCase.new OutputStream() {...},1,6,0,0,1,2,1,1,1,1
279,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FileUtilsTestCase.ShorterFile,0,9,0,0,0,3,0,2,0,2
280,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,FilenameUtilsWildcardTestCase,1,955,1,5,0,155,1,12,0,10
281,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,DirectoryWalkerTestCase.TestFileFinder,4,32,0,0,1,12,0,5,0,5
282,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,DemuxTestCase.WriterThread,3,52,0,2,1,12,0,3,0,2
283,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io,DirectoryWalkerTestCase.TestFileFinderString,4,22,0,0,1,8,0,3,0,3
284,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.filefilter,RegexFileFilterTestCase,72,194,3,3,14,33,3,3,0,3
285,"commons-io-2.6-src (17 Apr, 2019 3:40:16 PM)/commons-io-2.6-src/src/test/java",org.apache.commons.io.filefilter,OrFileFilterTestCase,0,810,0,2,0,144,0,14,0,13
