,col0,col1,col2,col3
161,sd,B,"and/CC ,/, uh/UH ,/, those/DT are/VBP the/DT kinds/NNS of/IN things/NNS that/WDT still/RB can/MD show/VB up/RP ./.","{C and, } {F uh, } those are the kinds of things that still can show up. /"
162,sv,A,"I/PRP guess/VBP the/DT one/CD that/WDT really/RB got/VBN me/PRP too/RB was/VBD that/IN ,/, uh/UH ,/,","I guess the one that really got me too was that, {F uh, } - /"
163,ad,A,let/VB 's/PRP say/VB your/PRP$ spouse/NN is/VBZ on/IN a/DT particular/JJ drug/NN,let's say your spouse is on a particular drug /
164,sd,A,"and/CC you/PRP know/VBP what/WP that/DT is/VBZ ,/,","{C and } you know what that is, /"
165,b,B,Uh-huh/UH ./.,Uh-huh. /
166,sd,A,and/CC then/RB you/PRP end/VBP up/RP with/IN the/DT same/JJ problem/NN,{C and then } you end up with the same problem /
167,sd,A,"and/CC you/PRP take/VBP their/PRP$ leftover/JJ medicine/NN ,/,","{C and } you take their leftover medicine, /"
168,sd,A,that/DT 's/BES not/RB allowed/VBN ./.,that's not allowed. /
169,aa,B,That/DT 's/BES right/JJ ./.,That's right. /
170,sd,A,"You/PRP know/VBP ,/, that/DT 's/BES ,/, that/DT 's/BES totally/RB out/RP ./.","{D You know, } [ that's, + that's ] totally out. /"
171,aa,B,That/DT 's/BES right/JJ ./.,That's right. /
172,sd,B,"I/PRP even/RB had/VBD friends/NNS when/WRB I/PRP was/VBD going/VBG to/IN college/NN who/WP were/VBD in/IN ,/, uh/UH ,/, MUMBLEx/XX pharmacy/NN school/NN","I even had friends when I was going to college who were in, {F uh, } (( )) pharmacy school /"
173,sd,B,"and/CC they/PRP could/MD legally/RB ,/, um/UH ,/, provide/VB medicine/NN to/IN their/PRP$ family/NN mens-/NNS ,/, frie-/NNS ,/, family/NN members/NNS and/CC friends/NNS","{C and } they could legally, {F um, } provide medicine to their [ [ family mens-, + frie-, ] + family members ] and friends /"
174,sd,B,"certain/JJ medicines/NNS were/VBD ,/, were/VBD legal/JJ now/RB","certain medicines [ were, + were ] legal now /"
175,sv,B,"I/PRP ,/, I/PRP ,/, I/PRP believe/VBP ,/, you/PRP know/VBP ,/, any/DT of/IN the/DT ,/, any/DT of/IN the/DT ones/NNS we/PRP would/MD ,/, we/PRP would/MD be/VB tested/VBN for/IN would/MD n't/RB be/VB on/IN those/DT lists/NNS ,/,","[ [ I, + I, ] + I ] believe, {D you know, } [ any of the, + any of the ] ones [ we would, + we would ] be tested for wouldn't be on those lists, /"
176,b,A,Uh-huh/UH ./.,Uh-huh. /
177,sd,B,"but/CC ,/, uh/UH ,/, um/UH ,/, there/EX were/VBD certain/JJ things/NNS that/WDT they/PRP could/MD provide/VB without/IN a/DT doctors/NN 's/POS prescription/NN based/VBN on/IN their/PRP$ qualifications/NNS","{C but, } {F uh, } {F um, } there were certain things that they could provide without a doctors prescription based on their qualifications /"
178,sd,B,"and/CC ,/,","{C and, }"
179,ba,A,"Oh/UH ,/, that/DT 's/BES interesting/JJ ./.","{F Oh, } that's interesting. /"
180,+,B,that/DT can/MD happen/VB ./.,that can happen. /
181,%,B,"But/CC ,/, uh/UH ,/,","{C But, } {F uh, } -/"
182,sv,A,"Well/UH ,/, I/PRP guess/VBP we/PRP 've/VBP exhausted/VBN that/DT one/NN ./.","{D Well, } I guess we've exhausted that one. /"
183,aa,B,"Yeah/UH ,/,","Yeah, /"
184,aa,B,"yeah/UH ,/,","yeah, /"
185,sv,B,I/PRP think/VBP so/RB ./.,I think so <laughter>. /
186,fc,A,enjoyed/VBD talking/VBG to/IN you/PRP ./.,<Laughter> enjoyed talking to you. /
187,fc,B,You/PRP too/RB ./.,You too. /
188,fc,A,Good-bye/UH ./.,Good-bye. /
189,fc,B,Good-bye/UH ./.,Good-bye. /
