,col0,col1,col2,col3
278,T1055.001,Dynamic-link Library Injection,Defense Evasion|Privilege Escalation,TA505|Turla|Tropic Trooper|Lazarus Group|Putter Panda
279,T1037.003,Network Logon Script,Persistence|Privilege Escalation,no
280,T1543,Create or Modify System Process,Persistence|Privilege Escalation,no
281,T1037.002,Logon Script (Mac),Persistence|Privilege Escalation,no
282,T1037.001,Logon Script (Windows),Persistence|Privilege Escalation,Cobalt Group|APT28
283,T1542.003,Bootkit,Persistence|Defense Evasion,APT41|Lazarus Group|APT28
284,T1542.002,Component Firmware,Persistence|Defense Evasion,Equation
285,T1542.001,System Firmware,Persistence|Defense Evasion,no
286,T1505.003,Web Shell,Persistence,Tropic Trooper|Soft Cell|Threat Group-3390|TEMP.Veles|Leviathan|APT39|Dragonfly 2.0|APT32|OilRig|Deep Panda
287,T1505.002,Transport Agent,Persistence,no
288,T1505.001,SQL Stored Procedures,Persistence,no
289,T1053.003,Cron,Execution|Persistence|Privilege Escalation,Rocke
290,T1053.004,Launchd,Execution|Persistence|Privilege Escalation,no
291,T1053.001,At (Linux),Execution|Persistence|Privilege Escalation,no
292,T1053.005,Scheduled Task,Execution|Persistence|Privilege Escalation,Gamaredon Group|Blue Mockingbird|MuddyWater|Wizard Spider|Frankenstein|APT-C-36|BRONZE BUTLER|APT41|Machete|Soft Cell|Silence|TEMP.Veles|APT33|APT39|Dragonfly 2.0|Patchwork|OilRig|Rancor|Cobalt Group|FIN8|menuPass|FIN10|APT32|FIN7|Stealth Falcon|FIN6|APT3|APT29
293,T1053.002,At (Windows),Execution|Persistence|Privilege Escalation,BRONZE BUTLER|Threat Group-3390|APT18
294,T1542,Pre-OS Boot,Defense Evasion|Persistence,no
295,T1137.001,Office Template Macros,Persistence,MuddyWater
296,T1137.004,Outlook Home Page,Persistence,OilRig
297,T1137.003,Outlook Forms,Persistence,no
298,T1137.005,Outlook Rules,Persistence,no
299,T1137.006,Add-ins,Persistence,Naikon
300,T1137.002,Office Test,Persistence,APT28
301,T1531,Account Access Removal,Impact,no
302,T1539,Steal Web Session Cookie,Credential Access,no
303,T1529,System Shutdown/Reboot,Impact,Lazarus Group|APT38|APT37
304,T1518,Software Discovery,Discovery,BRONZE BUTLER|Tropic Trooper|Inception
305,T1534,Internal Spearphishing,Lateral Movement,Gamaredon Group
306,T1528,Steal Application Access Token,Credential Access,APT28
307,T1535,Unused/Unsupported Cloud Regions,Defense Evasion,no
308,T1525,Implant Container Image,Persistence,no
309,T1538,Cloud Service Dashboard,Discovery,no
310,T1530,Data from Cloud Storage Object,Collection,no
311,T1578,Modify Cloud Compute Infrastructure,Defense Evasion,no
312,T1537,Transfer Data to Cloud Account,Exfiltration,no
313,T1526,Cloud Service Discovery,Discovery,no
314,T1505,Server Software Component,Persistence,no
315,T1499,Endpoint Denial of Service,Impact,no
316,T1497,Virtualization/Sandbox Evasion,Defense Evasion|Discovery,no
317,T1498,Network Denial of Service,Impact,no
318,T1496,Resource Hijacking,Impact,Blue Mockingbird|Rocke|APT41|Lazarus Group
319,T1495,Firmware Corruption,Impact,no
320,T1491,Defacement,Impact,no
321,T1490,Inhibit System Recovery,Impact,no
322,T1489,Service Stop,Impact,Lazarus Group
323,T1486,Data Encrypted for Impact,Impact,APT41|TA505|APT38
324,T1485,Data Destruction,Impact,Sandworm Team|Lazarus Group|APT38
325,T1484,Group Policy Modification,Defense Evasion|Privilege Escalation,no
326,T1482,Domain Trust Discovery,Discovery,Wizard Spider
327,T1480,Execution Guardrails,Defense Evasion,no
328,T1222,File and Directory Permissions Modification,Defense Evasion,no
329,T1221,Template Injection,Defense Evasion,Gamaredon Group|Frankenstein|Inception|APT28|Tropic Trooper|Dragonfly 2.0|DarkHydrus
330,T1220,XSL Script Processing,Defense Evasion,Cobalt Group
331,T1197,BITS Jobs,Defense Evasion|Persistence,Patchwork|APT41|Leviathan
332,T1217,Browser Bookmark Discovery,Discovery,no
333,T1213,Data from Information Repositories,Collection,Turla
334,T1189,Drive-by Compromise,Initial Access,Turla|Windshift|RTM|Darkhotel|APT38|Dragonfly 2.0|BRONZE BUTLER|Leafminer|Dark Caracal|APT19|APT32|Lazarus Group|Threat Group-3390|Elderwood|APT37|Patchwork|PLATINUM
335,T1203,Exploitation for Client Execution,Execution,Sandworm Team|MuddyWater|Frankenstein|Inception|BlackTech|APT41|admin@338|Threat Group-3390|APT12|The White Company|APT33|APT32|APT28|Tropic Trooper|Lazarus Group|BRONZE BUTLER|Cobalt Group|APT37|Patchwork|Leviathan|Elderwood|TA459|APT29
336,T1212,Exploitation for Credential Access,Credential Access,no
337,T1211,Exploitation for Defense Evasion,Defense Evasion,APT28
338,T1190,Exploit Public-Facing Application,Initial Access,Blue Mockingbird|Rocke|APT39|BlackTech|APT41|Soft Cell|Night Dragon|Axiom
339,T1210,Exploitation of Remote Services,Lateral Movement,Threat Group-3390|APT28
340,T1202,Indirect Command Execution,Defense Evasion,no
341,T1200,Hardware Additions,Initial Access,DarkVishnya
342,T1201,Password Policy Discovery,Discovery,Turla|OilRig
343,T1219,Remote Access Software,Command And Control,Sandworm Team|DarkVishnya|RTM|Kimsuky|Night Dragon|Thrip|Cobalt Group|Carbanak
344,T1207,Rogue Domain Controller,Defense Evasion,no
345,T1199,Trusted Relationship,Initial Access,APT28|menuPass
346,T1218,Signed Binary Proxy Execution,Defense Evasion,no
347,T1204,User Execution,Execution,no
348,T1216,Signed Script Proxy Execution,Defense Evasion,no
349,T1195,Supply Chain Compromise,Initial Access,Elderwood
350,T1205,Traffic Signaling,Defense Evasion|Persistence|Command And Control,no
351,T1176,Browser Extensions,Persistence,Kimsuky|Stolen Pencil
352,T1175,Component Object Model and Distributed COM,Lateral Movement|Execution,no
353,T1187,Forced Authentication,Credential Access,DarkHydrus|Dragonfly 2.0
354,T1185,Man in the Browser,Collection,no
355,T1134,Access Token Manipulation,Defense Evasion|Privilege Escalation,Blue Mockingbird
356,T1136,Create Account,Persistence,no
357,T1140,Deobfuscate/Decode Files or Information,Defense Evasion,Rocke|Sandworm Team|Gamaredon Group|Molerats|Frankenstein|Turla|WIRTE|Darkhotel|Tropic Trooper|menuPass|Honeybee|Threat Group-3390|APT19|Gorgon Group|Leviathan|MuddyWater|APT28|OilRig|BRONZE BUTLER
358,T1149,LC_MAIN Hijacking,Defense Evasion,no
359,T1135,Network Share Discovery,Discovery,APT32|APT39|DarkVishnya|APT41|Tropic Trooper|APT1|Dragonfly 2.0|Sowbug
360,T1137,Office Application Startup,Persistence,Gamaredon Group|APT32
361,T1153,Source,Execution,no
362,T1133,External Remote Services,Persistence|Initial Access,Sandworm Team|APT41|Soft Cell|TEMP.Veles|Night Dragon|OilRig|Dragonfly 2.0|Ke3chang|FIN5|Threat Group-3390|APT18
363,T1132,Data Encoding,Command And Control,no
364,T1129,Shared Modules,Execution,no
365,T1127,Trusted Developer Utilities Proxy Execution,Defense Evasion,no
366,T1125,Video Capture,Collection,Silence|FIN7
367,T1124,System Time Discovery,Discovery,The White Company|Lazarus Group|BRONZE BUTLER|Turla
368,T1123,Audio Capture,Collection,APT37
369,T1120,Peripheral Device Discovery,Discovery,Turla|APT37|Gamaredon Group|Equation|APT28
370,T1119,Automated Collection,Collection,Tropic Trooper|Frankenstein|APT1|APT28|Patchwork|OilRig|FIN5|Threat Group-3390|FIN6
371,T1115,Clipboard Data,Collection,APT39|APT38
372,T1114,Email Collection,Collection,no
373,T1113,Screen Capture,Collection,Gamaredon Group|APT39|Silence|MuddyWater|Dragonfly 2.0|OilRig|Dark Caracal|FIN7|BRONZE BUTLER|Magic Hound|Group5|APT28
374,T1112,Modify Registry,Defense Evasion,Gamaredon Group|Blue Mockingbird|Wizard Spider|Silence|APT41|Turla|APT32|APT38|Dragonfly 2.0|APT19|Threat Group-3390|Honeybee|Patchwork|Gorgon Group|FIN8
375,T1111,Two-Factor Authentication Interception,Credential Access,no
376,T1110,Brute Force,Credential Access,DarkVishnya|APT39|OilRig|FIN5|Turla
377,T1108,Redundant Access,Defense Evasion|Persistence,no
378,T1106,Native API,Execution,Gamaredon Group|Tropic Trooper|Sharpshooter|Turla|Silence|Gorgon Group|APT37
379,T1105,Ingress Tool Transfer,Command And Control,Sandworm Team|Whitefly|Rocke|APT39|Tropic Trooper|Sharpshooter|Molerats|Frankenstein|Silence|APT-C-36|APT41|Soft Cell|TA505|WIRTE|APT33|MuddyWater|APT18|APT38|Rancor|Cobalt Group|Turla|Gorgon Group|OilRig|Dragonfly 2.0|APT37|FIN8|PLATINUM|Leviathan|Elderwood|Magic Hound|APT3|APT32|BRONZE BUTLER|menuPass|FIN7|Gamaredon Group|Patchwork|Lazarus Group|Threat Group-3390|APT28
380,T1104,Multi-Stage Channels,Command And Control,APT41|MuddyWater|APT3
381,T1102,Web Service,Command And Control,Gamaredon Group|Rocke|Inception|FIN6
382,T1098,Account Manipulation,Persistence,APT3|Dragonfly 2.0|Lazarus Group
383,T1095,Non-Application Layer Protocol,Command And Control,APT29|PLATINUM|APT3
384,T1092,Communication Through Removable Media,Command And Control,APT28
385,T1091,Replication Through Removable Media,Lateral Movement|Initial Access,Tropic Trooper|Darkhotel|APT28
386,T1090,Proxy,Command And Control,Sandworm Team|Blue Mockingbird|Wizard Spider|APT41|Turla
387,T1087,Account Discovery,Discovery,no
388,T1083,File and Directory Discovery,Discovery,Gamaredon Group|Tropic Trooper|Inception|APT41|Kimsuky|APT32|MuddyWater|APT18|Leafminer|Honeybee|Dark Caracal|Dragonfly 2.0|Magic Hound|Sowbug|BRONZE BUTLER|APT3|APT28|Patchwork|Lazarus Group|Dust Storm|admin@338|Turla|Ke3chang
389,T1082,System Information Discovery,Discovery,Rocke|Sandworm Team|Blue Mockingbird|Tropic Trooper|Frankenstein|Inception|Kimsuky|Darkhotel|MuddyWater|APT18|Honeybee|APT19|APT37|APT32|Magic Hound|OilRig|APT3|Sowbug|Gamaredon Group|Patchwork|Stealth Falcon|Lazarus Group|admin@338|Turla|Ke3chang
390,T1080,Taint Shared Content,Lateral Movement,BRONZE BUTLER|Darkhotel
391,T1078,Valid Accounts,Defense Evasion|Persistence|Privilege Escalation|Initial Access,Sandworm Team|Wizard Spider|Silence|APT41|Soft Cell|TEMP.Veles|APT39|FIN4|Night Dragon|Dragonfly 2.0|FIN8|Leviathan|APT33|OilRig|FIN5|menuPass|APT28|FIN10|Suckfly|FIN6|Threat Group-3390|APT18|PittyTiger|Carbanak
392,T1074,Data Staged,Collection,Wizard Spider
393,T1072,Software Deployment Tools,Execution|Lateral Movement,Silence|APT32|Threat Group-1314
394,T1071,Application Layer Protocol,Command And Control,Rocke|Magic Hound|Dragonfly 2.0
395,T1070,Indicator Removal on Host,Defense Evasion,no
396,T1069,Permission Groups Discovery,Discovery,TA505|APT3
397,T1068,Exploitation for Privilege Escalation,Privilege Escalation,Whitefly|APT33|Cobalt Group|PLATINUM|FIN8|APT32|Threat Group-3390|FIN6|APT28
398,T1064,Scripting,Defense Evasion|Execution,no
399,T1062,Hypervisor,Persistence,no
400,T1061,Graphical User Interface,Execution,no
401,T1059,Command and Scripting Interpreter,Execution,APT32|Molerats|Whitefly|Dragonfly 2.0|APT19|FIN7|OilRig|FIN5|Stealth Falcon|FIN6|Ke3chang
402,T1057,Process Discovery,Discovery,Rocke|Frankenstein|Inception|Darkhotel|MuddyWater|APT1|APT38|Tropic Trooper|APT37|Honeybee|OilRig|APT3|Magic Hound|APT28|Winnti Group|Stealth Falcon|Poseidon Group|Lazarus Group|Molerats|Turla|Deep Panda|Ke3chang
403,T1056,Input Capture,Collection|Credential Access,no
404,T1055,Process Injection,Defense Evasion|Privilege Escalation,APT32|Sharpshooter|Silence|APT41|Kimsuky|Turla|Cobalt Group|APT37|Honeybee|PLATINUM
405,T1053,Scheduled Task/Job,Execution|Persistence|Privilege Escalation,no
406,T1052,Exfiltration Over Physical Medium,Exfiltration,no
407,T1051,Shared Webroot,Lateral Movement,no
408,T1049,System Network Connections Discovery,Discovery,Tropic Trooper|APT41|APT38|Soft Cell|APT32|APT1|OilRig|APT3|menuPass|Threat Group-3390|Poseidon Group|admin@338|Turla|Ke3chang
409,T1048,Exfiltration Over Alternative Protocol,Exfiltration,no
410,T1047,Windows Management Instrumentation,Execution,Blue Mockingbird|Wizard Spider|Frankenstein|APT41|FIN6|Soft Cell|APT32|MuddyWater|OilRig|Threat Group-3390|FIN8|Leviathan|menuPass|Stealth Falcon|Lazarus Group|APT29|Deep Panda
411,T1046,Network Service Scanning,Discovery,Rocke|DarkVishnya|APT41|Tropic Trooper|APT39|APT32|Leafminer|OilRig|Cobalt Group|menuPass|Suckfly|FIN6|Threat Group-3390
412,T1043,Commonly Used Port,Command And Control,Machete|OilRig|APT28|TEMP.Veles|Night Dragon|APT29|APT18|APT19|Dragonfly 2.0|FIN7|FIN8|APT37|Magic Hound|APT3|Lazarus Group|Threat Group-3390
413,T1041,Exfiltration Over C2 Channel,Exfiltration,Sandworm Team|MuddyWater|Wizard Spider|Frankenstein|Kimsuky|Soft Cell|APT32|APT3|Gamaredon Group|Stealth Falcon|Lazarus Group|Ke3chang
414,T1040,Network Sniffing,Credential Access|Discovery,Sandworm Team|DarkVishnya|APT33|Stolen Pencil|APT28
415,T1039,Data from Network Shared Drive,Collection,Sowbug|BRONZE BUTLER|menuPass
416,T1037,Boot or Logon Initialization Scripts,Persistence|Privilege Escalation,Rocke
417,T1036,Masquerading,Defense Evasion,Windshift|APT32|BRONZE BUTLER|menuPass|Dragonfly 2.0
418,T1034,Path Interception,Persistence|Privilege Escalation,no
419,T1033,System Owner/User Discovery,Discovery,Frankenstein|APT41|Soft Cell|Tropic Trooper|APT39|MuddyWater|APT32|APT37|APT19|Dragonfly 2.0|OilRig|Magic Hound|FIN10|Gamaredon Group|Patchwork|Stealth Falcon|Lazarus Group|APT3
420,T1030,Data Transfer Size Limits,Exfiltration,Threat Group-3390
421,T1029,Scheduled Transfer,Exfiltration,no
422,T1027,Obfuscated Files or Information,Defense Evasion,Gamaredon Group|Rocke|Sandworm Team|Blue Mockingbird|Whitefly|Molerats|Wizard Spider|Mofang|Frankenstein|Inception|APT-C-36|APT41|Machete|Soft Cell|Turla|TA505|Silence|APT33|Night Dragon|Darkhotel|Gallmaker|APT29|APT18|Tropic Trooper|Cobalt Group|Patchwork|Leafminer|APT37|Threat Group-3390|Honeybee|Dark Caracal|menuPass|APT19|BlackOasis|FIN8|Leviathan|Elderwood|MuddyWater|FIN7|Magic Hound|OilRig|APT3|APT32|Group5|Dust Storm|Lazarus Group|Putter Panda|APT28
423,T1026,Multiband Communication,Command And Control,Lazarus Group
424,T1025,Data from Removable Media,Collection,Machete|Turla|Gamaredon Group|APT28
425,T1021,Remote Services,Lateral Movement,no
426,T1020,Automated Exfiltration,Exfiltration,Tropic Trooper|Frankenstein|Honeybee
427,T1018,Remote System Discovery,Discovery,Sandworm Team|Rocke|Wizard Spider|Silence|Soft Cell|APT39|APT32|Deep Panda|Threat Group-3390|Dragonfly 2.0|Leafminer|Ke3chang|FIN8|APT3|FIN5|BRONZE BUTLER|menuPass|FIN6|Turla
428,T1016,System Network Configuration Discovery,Discovery,Sandworm Team|Tropic Trooper|Frankenstein|APT41|Soft Cell|APT32|Darkhotel|MuddyWater|APT1|APT19|Dragonfly 2.0|Magic Hound|OilRig|menuPass|Threat Group-3390|Stealth Falcon|Lazarus Group|APT3|Naikon|admin@338|Turla|Ke3chang
429,T1014,Rootkit,Defense Evasion,Rocke|APT41|APT28|Winnti Group
430,T1012,Query Registry,Discovery,APT32|Dragonfly 2.0|Threat Group-3390|OilRig|Stealth Falcon|Lazarus Group|Turla
431,T1011,Exfiltration Over Other Network Medium,Exfiltration,no
432,T1010,Application Window Discovery,Discovery,Lazarus Group
433,T1008,Fallback Channels,Command And Control,APT41|OilRig|Lazarus Group
434,T1007,System Service Discovery,Discovery,BRONZE BUTLER|APT1|OilRig|Poseidon Group|admin@338|Turla|Ke3chang
435,T1006,Direct Volume Access,Defense Evasion,no
436,T1005,Data from Local System,Collection,Gamaredon Group|APT39|Frankenstein|Inception|Kimsuky|Soft Cell|Turla|menuPass|Dark Caracal|Dragonfly 2.0|Honeybee|APT37|APT28|APT3|BRONZE BUTLER|Patchwork|Stealth Falcon|Lazarus Group|Dust Storm|Threat Group-3390|APT1|Ke3chang
437,T1003,OS Credential Dumping,Credential Access,APT39|Frankenstein|APT32|APT28|Leviathan|Sowbug|Suckfly|Poseidon Group|Axiom
438,T1001,Data Obfuscation,Command And Control,Axiom
