,col0,col1,col2,col3,col4,col5,col6
149,FABS39.2,"PrimaryPlaceOfPerformanceCode must be 00FORGN when PrimaryPlaceofPerformanceCountryCode is not USA, and must not be 00FORGN otherwise.",n,detached_award,fatal,,fabs39_detached_award_financial_assistance_2
150,FABS39.3,PrimaryPlaceofPerformanceZIP+4 must not be provided for any format of PrimaryPlaceOfPerformanceCode other than XX#####.,n,detached_award,fatal,,fabs39_detached_award_financial_assistance_3
151,FABS40.1,"When PrimaryPlaceOfPerformanceCode is in county-wide format (XX**###), county code ### must be valid and exist in the provided state XX.",n,detached_award,fatal,,fabs40_detached_award_financial_assistance_1
152,FABS40.2,"PrimaryPlaceOfPerformanceCode must be in countywide format (XX**###) for aggregate records (i.e., when RecordType = 1).",n,detached_award,fatal,,fabs40_detached_award_financial_assistance_2
153,FABS41.1,"For PrimaryPlaceOfPerformanceCode XX#####, city code ##### must be valid and exist in the provided state when PrimaryPlaceOfPerformanceZIP+4 is not provided.",n,detached_award,fatal,,fabs41_detached_award_financial_assistance_1
154,FABS41.2,"Provided city code ##### does not exist in the state indicated by the PrimaryPlaceOfPerformanceCode. Because a valid PrimaryPlaceOfPerformanceZIP+4 was  provided, this only triggers a warning in this case.",n,detached_award,warning,,fabs41_detached_award_financial_assistance_2
155,FABS41.3,"The provided PrimaryPlaceofPerformanceZIP+4 must be in the state specified by the PrimaryPlaceOfPerformanceCode. In this specific submission row, the ZIP5 (and by extension the full ZIP+4) is not a valid ZIP code in the state in question.",n,detached_award,fatal,,fabs41_detached_award_financial_assistance_3
156,FABS41.4,"When provided, PrimaryPlaceofPerformanceZIP+4 must be in the format #####, #########, #####-####, or contain 'city-wide'.",n,detached_award,fatal,,fabs41_detached_award_financial_assistance_4
157,FABS41.5,"The provided PrimaryPlaceofPerformanceZIP+4 must be in the state specified by PrimaryPlaceOfPerformanceCode. In this specific submission row, the first five digits are valid and located in the correct state, but the last 4 are invalid.",n,detached_award,warning,,fabs41_detached_award_financial_assistance_5
158,FABS41.6,"If PrimaryPlaceOfPerformanceCode is XX00000, PrimaryPlaceOfPerformanceZip+4 must not be 'city-wide'.",n,detached_award,fatal,,fabs41_detached_award_financial_assistance_6
159,FABS42.1,"PrimaryPlaceOfPerformanceForeignLocationDescription is required for foreign places of performance (i.e., when PrimaryPlaceOfPerformanceCountryCode does not equal USA).",n,detached_award,fatal,,fabs42_detached_award_financial_assistance_1
160,FABS42.2,"PrimaryPlaceOfPerformanceForeignLocationDescription must be blank for domestic recipients (i.e., when PrimaryPlaceOfPerformanceCountryCode = USA).",n,detached_award,fatal,,fabs42_detached_award_financial_assistance_2
161,FABS43.1,"When PrimaryPlaceOfPerformanceCountryCode is not USA, PrimaryPlaceOfPerformanceCongressionalDistrict must be blank.",n,detached_award,fatal,,fabs43_detached_award_financial_assistance_1
162,FABS43.2,"If PrimaryPlaceOfPerformanceZIP+4 is 5-digits or blank, a PrimaryPlaceOfPerformanceCongressionalDistrict must be provided.",n,detached_award,fatal,,fabs43_detached_award_financial_assistance_2
163,FABS43.3,"If PrimaryPlaceOfPerformanceCongressionalDistrict is provided, it must be valid in the state or territory indicated by the PrimaryPlaceOfPerformanceCode.",n,detached_award,fatal,,fabs43_detached_award_financial_assistance_3
