,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26
78,10.0,3.0,4.0,4.0,9.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,D,C,0.04544964896097956,0.02373284954678001,0.022584357600948568,0.019217187926305945,0.4458067766293199,0.02147458725338386,0.0881597414746486,0.08908671627340488,0.12989332932151826,0.05015495260460765,0.06443985240810296
79,10.0,10.0,10.0,10.0,-1.0,10.0,8.0,9.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,A,A,0.00010518500391508752,4.1835193809261325e-05,3.518210525018205e-05,1.0244871918585569e-05,0.0007340138560485026,0.0032932209156659124,0.0005458393463257183,0.05398274657658341,0.11402563496630708,0.07878772741337994,0.7484383697507964
80,9.0,-1.0,2.0,-1.0,-1.0,5.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B,F,0.27395176869065696,0.025034677535047272,0.01751300088619109,0.013092407478840093,0.19348825363662348,0.01020487231567284,0.08673610562947545,0.09209394183796316,0.13502485989452268,0.05398479388043534,0.09887531821457167
81,10.0,9.0,9.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A-,A-,0.00014688585697046004,6.875644821012637e-05,2.4732799968312556e-05,4.525339284485262e-05,0.00040104409850981904,0.08721267580720624,0.003254893214062706,0.0482158950760138,0.28715863705187183,0.3358810027135244,0.23759022354081746
82,10.0,7.0,10.0,10.0,-1.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A-,A,0.0002027264963890648,0.00031019554682233154,9.184805151459587e-05,1.3226158271867109e-05,0.0024347154855663797,0.006648491419442078,0.0021168938084079434,0.22930630615806996,0.09252452166335147,0.10728537364910704,0.5590657015630572
83,7.0,9.0,6.0,7.0,10.0,5.0,8.0,3.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,A,B+,0.036357638216471394,0.0004058570012662959,0.0002504573266060713,0.00043490175259007583,0.035867257561790954,0.03158059859356615,0.0362959953698092,0.08848862615398931,0.32084530547218826,0.19407662722431465,0.2553967353274075
84,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B-,A,0.0012151885526131727,0.004237316407216204,0.0005772256346144374,0.0026452501205087085,0.002995317686346856,0.050382965524895525,0.06652294948372804,0.13715603578308871,0.20590928232559916,0.23988365270154124,0.28847481577984785
85,10.0,-1.0,10.0,10.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B,A-,0.0006994107511840387,0.0014644070222948435,2.2029496780834343e-05,0.0018851760296630664,0.0004318814060412148,0.2316877577587899,0.01607906905260033,0.2677375272989567,0.07795591793208193,0.2829051616467358,0.11913166160487162
86,-1.0,10.0,10.0,10.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A,A,0.00012285645077108964,3.111458097412629e-05,3.3566053487555217e-06,1.1753080082950556e-05,0.00023262205849983427,0.07672206839152057,0.0004919536516447762,0.08703238094992917,0.07921983876193996,0.2557604840509553,0.5003715714183334
87,10.0,-1.0,3.0,4.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,C-,B-,0.008479041431786398,0.16799620128604995,0.0035138087253493945,0.0792302687860591,0.028626561494561824,0.07139485608430947,0.17894086777952306,0.1411377145632698,0.14811872121023764,0.1588006189121898,0.013761339726663404
88,10.0,-1.0,7.0,7.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B,B-,0.001115486016585467,0.0061091072155415255,0.0007299144667618098,0.0026430383255779065,0.025485214848010203,0.08570445555966942,0.28039926949489336,0.15925477273187086,0.19031106567031256,0.23566355513402384,0.012584120536753231
89,9.0,8.0,6.0,7.0,-1.0,6.0,3.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A-,B,0.011683362359857934,0.0001919400625203723,0.00015478447653982972,3.647228091760353e-05,0.04511932213898378,0.15481823760188942,0.06950945853565385,0.2401687327844472,0.20206322761552925,0.10310241243619944,0.17315204970746134
90,-1.0,4.0,10.0,7.0,-1.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B,A,0.01519791437958484,0.0005088919694333021,0.0005504391463423679,9.071680039208588e-05,0.21455340711588314,0.07277282098438823,0.022861053956607067,0.2502347358650454,0.05201867940267748,0.05461587217581923,0.3165954682038269
91,10.0,9.0,9.0,10.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B+,B+,0.00040091455552501015,3.79929696862021e-05,8.419341930181143e-06,1.2345224727497888e-05,0.0019322533138520952,0.08611584585584549,0.00245045290375765,0.0949886094266394,0.33386983143676496,0.2933526632766184,0.18683067169465306
92,10.0,5.0,7.0,0.0,-1.0,9.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,A,B,0.011314467276004542,0.002724532167433748,0.002276687099401286,5.687528790110832e-05,0.018293162647764552,0.006435161789832092,0.037593613211254,0.3347274383429996,0.3228938481396421,0.16481813684688262,0.0988660771908844
93,10.0,4.0,9.0,10.0,-1.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,B+,B+,0.02609975369333972,0.00045285444594776514,0.0031732002840641604,8.193766268890593e-05,0.007680676091243892,0.09881953747807212,0.005213763555023012,0.245359295346234,0.3613215828402881,0.09466343412846152,0.1571339644746369
94,10.0,3.0,4.0,8.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,C+,B+,0.004394579395738116,0.18955150445972133,0.003691937199771072,0.03683085299370439,0.01809674209287244,0.10387938710830856,0.07661255010606399,0.1491052879011239,0.20512786925305865,0.19869017597852867,0.014019113511109058
95,10.0,4.0,4.0,6.0,-1.0,7.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A,B+,0.03610075391259166,0.15751424758260266,0.013688018669373556,0.015964565789635676,0.05958939222045422,0.04196881541834134,0.10943826984312316,0.17145686652798922,0.27822009436261697,0.0727951796524959,0.04326379602077572
96,-1.0,-1.0,9.0,4.0,-1.0,8.0,8.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B,B,0.02625113421853052,0.0006152296934859789,0.0003635430992769267,0.00030971245563295277,0.10033957168545493,0.2080831437514326,0.04396271776470381,0.23524445761927096,0.13287459438757954,0.045360914055437566,0.20659498126919415
97,10.0,9.0,9.0,7.0,-1.0,5.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,A,A,0.002800776968569203,0.00016050205853138823,0.0008777654901532271,3.288404486607057e-05,0.08090949694899885,0.04823072101685175,0.055748521293858905,0.12419346999149257,0.2231881133922136,0.09226181435897483,0.3715959344354895
98,4.0,6.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,C+,B,0.006473731051557128,0.016282654098160286,0.0001334152774603331,0.00036772430119217205,0.0886873421180658,0.04416486112389316,0.10087423370665594,0.2697562808144991,0.11873873453820268,0.2135739025676464,0.1409471204026672
99,10.0,6.0,7.0,7.0,-1.0,4.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B+,B,0.008945589350126005,0.0005340745226496415,0.006280540072976049,0.00022717140657015214,0.058604731460084776,0.06299719514604478,0.2172744634861615,0.25958596048314025,0.15977834338588115,0.10933830521186454,0.11643362547450113
100,10.0,4.0,3.0,8.0,-1.0,5.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,D,B+,0.07829158253732106,0.04806542046651701,0.04667378264020289,0.01496954531869082,0.029803697816637036,0.0557975589498095,0.07764006376576524,0.18106591566824684,0.3202782926211166,0.07794949352957685,0.06946464668611617
101,10.0,7.0,9.0,7.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A,A-,0.00032680492743178137,0.000500100505404617,8.246726804118684e-05,0.00015117553882811247,0.03126770711944159,0.1052919043753006,0.24115972247524714,0.1405916853491656,0.13201397322843195,0.2524098878439765,0.0962045713687308
102,10.0,9.0,7.0,6.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A,B+,0.004006852868087243,0.0011198612398694225,0.0006293054326783594,8.187015821460061e-05,0.06699320169298759,0.03734376425741608,0.12952767019255934,0.18313133953887575,0.306393388787643,0.15936308464292284,0.11140966118874557
103,10.0,3.0,4.0,6.0,-1.0,1.0,4.0,6.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,F,D,0.022785220398853983,0.2356724980926812,0.02800958579148507,0.07320992441958009,0.08813599069389468,0.07564946119087422,0.07171947423577857,0.18197545190471973,0.11860095166980394,0.07566031115081343,0.02858113045151513
104,10.0,7.0,9.0,10.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,A-,B+,0.01940757287473972,0.0001391198111073896,0.0024406180519735967,2.0285501486664386e-05,0.012560746143269913,0.11590385582155953,0.00576147234207489,0.19447840924295826,0.2667216144146991,0.15948778994800156,0.2230785158481297
105,10.0,6.0,6.0,9.0,-1.0,6.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,C,B+,0.027453734898622784,0.0005326763540611432,0.0012386218378527892,2.327565736215184e-05,0.006205911266786357,0.16694243925304172,0.04645596412707517,0.17573409959907754,0.3326213377079168,0.14695103475946508,0.09584090453873848
106,10.0,7.0,9.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B,A-,0.000283745652685118,0.0003749701534519112,7.395010160626402e-05,7.269289435337843e-05,0.04610519649301202,0.16629178002302086,0.12506614007045205,0.1209888988756585,0.13883431471450491,0.3091768941402767,0.09273141688097823
107,10.0,-1.0,10.0,10.0,-1.0,10.0,7.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A-,A,0.005650892046366518,0.0002559113479838172,0.0002966873030034196,0.00029942252102711965,0.0017752440884767566,0.02330102555782049,0.0013649523568199735,0.2568671219640883,0.0719591916733211,0.11263294817296447,0.5255966029681282
108,10.0,10.0,10.0,-1.0,-1.0,9.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A,A,0.0005720232153624254,9.396352315423928e-05,4.235611587486181e-05,1.665946402226293e-05,0.011947105522722849,0.0018704812401215602,0.007017340429163546,0.1460980818885426,0.038710717255930886,0.09456829401329096,0.6990629773318139
109,7.0,8.0,6.0,0.0,10.0,0.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,C,A,0.04812735581049374,0.0004013577457950601,0.00010940401378318123,2.5581500253319595e-05,0.1575340713457358,0.02144539333116109,0.059910860453941325,0.20718178889814032,0.09748272455443256,0.15879884636577585,0.24898261598048765
110,9.0,4.0,8.0,7.0,8.0,4.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,B-,B,0.03331168170250843,0.0018578665831142933,0.0204085487871648,0.00037882494537244124,0.18709629232751776,0.08520382008973539,0.13995299850282594,0.2310068913322987,0.16121986220477996,0.054889844079295216,0.0846733694453872
111,10.0,8.0,7.0,10.0,-1.0,5.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B+,B+,0.05796713729640932,6.270934170298883e-05,0.0004885406732613741,1.0516455467602846e-05,0.0022197473137169203,0.04975487543954963,0.006356545633220843,0.2068028840199552,0.38838926091958176,0.0969389972095773,0.1910087856975571
112,10.0,8.0,8.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A-,A-,0.0011144600627023423,0.0008135642927954818,5.945692109674138e-05,5.121393967905594e-05,0.020357194355472272,0.01767005410119497,0.1270926557740715,0.18056669132964387,0.17520508389374906,0.32806309595514505,0.14900652937444958
113,10.0,10.0,10.0,10.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A,A,0.0003601016999139072,3.422345972604747e-05,7.596278975374077e-06,1.106975293876538e-05,0.002487023435861181,0.05930923454893089,0.0016623306001030042,0.15566583455544347,0.08058420583986389,0.29902431763961473,0.4008540621886287
114,10.0,7.0,10.0,10.0,-1.0,7.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,B,A,0.013934639197677104,4.91087966680917e-05,0.0005563404555746079,1.1433464677933238e-05,0.0057267421355567715,0.033367104949756525,0.002853762029481129,0.20677816762658385,0.1199027412182013,0.11977636660953765,0.497043593516285
115,10.0,9.0,10.0,10.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A-,A-,0.0005445436878815264,7.433727433638801e-05,1.654535053963358e-05,1.548680182043132e-05,0.0041275002466971905,0.08060005600606106,0.002428741343120023,0.16389058719210314,0.09404963762944946,0.3649982753720039,0.28925428909598744
116,10.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B-,A-,0.0005869531999665161,0.00044563943951455274,0.0,0.00019421400677932537,0.022587370204468403,0.11947793502296973,0.21524887100053824,0.1271611970618831,0.14391589784149764,0.2696808602753545,0.10070106194702813
117,10.0,-1.0,-1.0,10.0,-1.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A,B+,0.016091357942767646,0.1100595166195489,0.0,0.0006983837114216232,0.03894969760835509,0.008482522298580179,0.006431707923383483,0.1835991861006342,0.3476953915032247,0.134022272921401,0.15396996337068328
118,10.0,1.0,4.0,7.0,-1.0,3.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,C-,B,0.08882541063863852,0.13312707846572167,0.0,0.059357357831895836,0.1109137670100034,0.04865623431156731,0.07489943422135438,0.2158697723295546,0.11153538327754328,0.1100170817957168,0.046798480118004096
119,8.0,8.0,6.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A-,A-,0.00035892596215253035,0.00031924352477507857,0.0,0.0014505159463984822,0.07424110444975948,0.09685059144209462,0.08801861476690231,0.23090799403978984,0.09894848043430644,0.24902575751563194,0.1598787719181892
120,7.0,4.0,4.0,7.0,-1.0,0.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,C,C,0.09989480048613296,0.030266999717332214,0.0,0.02009780562920335,0.2645978780969796,0.08439608107551776,0.061946543192859714,0.17944725493894909,0.1013122135243942,0.09470466357103798,0.06333575976759298
121,9.0,6.0,7.0,7.0,-1.0,2.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A,B,0.06866336931983932,0.0007832521069919298,0.0,4.9674896025724936e-05,0.13970638676086647,0.10681802859152624,0.11915898089125986,0.2928534176483093,0.1557481058146621,0.06944370519061567,0.04677507877990342
122,10.0,7.0,7.0,9.0,10.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B+,C+,0.08287497631365004,0.0016665636472511993,0.0,8.564740859441025e-05,0.03230190022135868,0.2720072891457188,0.02656649305778355,0.14992366056270684,0.2487623163084509,0.0982058299558533,0.08760532337863222
123,10.0,5.0,4.0,8.0,-1.0,8.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B+,B+,0.0056085594415436965,0.17328111756111902,0.0,0.0005766336474133326,0.049363207893332914,0.011545795907837378,0.03919293517174681,0.13546015992986454,0.36767715389343136,0.09533856230501067,0.12195587424870025
124,9.0,3.0,9.0,7.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,C+,B,0.00012873091087602507,0.0007931147112915016,0.0,0.0002605553930722749,0.08320383265827955,0.007595057395447016,0.041525262945763516,0.3755776230949388,0.12162922444173127,0.27243663836459003,0.0968499600840098
125,7.0,-1.0,-1.0,9.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,C+,C+,0.00262562497592982,0.02071630927775912,0.0,0.03641467482593761,0.136453742061242,0.21346186835106049,0.010674508383314829,0.1872067337115989,0.15848804482246462,0.17773823070720027,0.05622026288349243
126,9.0,8.0,8.0,10.0,-1.0,4.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A,B,0.055492415805081435,0.0001472023755947627,0.0,3.770710506422308e-05,0.07598298569165668,0.12079466825372645,0.030325223501234174,0.25575413548882264,0.1851548854483728,0.1166725179338255,0.15963825839662155
127,10.0,5.0,7.0,0.0,-1.0,-1.0,0.0,6.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,B,B,0.07904050619701293,0.003551840818898172,0.0,0.0002765964826343374,0.15652431741416506,0.06696093700230557,0.13900735117544655,0.1774011273498371,0.15630031991715435,0.14681068583735846,0.07412631780518747
128,10.0,8.0,9.0,10.0,10.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,A,A,0.0007602928155672242,0.00048795756239257334,0.0,1.5094684964063116e-05,0.008685601470281487,0.013632079435153354,0.010066605713901795,0.14858681742254415,0.2604058625129656,0.14359534970170054,0.4137643386805293
129,9.0,9.0,10.0,10.0,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A-,A,3.491556108794836e-05,4.891418400964585e-05,0.0,1.3044680811860301e-05,0.01464192427928394,0.008803432431402367,0.0009577809268093742,0.2029325393971808,0.11124189372208264,0.2809705690179998,0.3803549857993317
130,10.0,7.0,5.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B,C+,0.000745022888293814,0.0043332944981091135,0.0,0.007148036737771833,0.016969604523592027,0.2840711738655567,0.017650743073339584,0.1513187770867993,0.22931832133923005,0.20111373776626715,0.08733128822104053
131,10.0,10.0,10.0,10.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A,A,1.8834384097333745e-05,0.00013175300329794034,0.0,1.0197744057911076e-05,0.003447763189158957,0.009967411407598086,0.0009418903255154953,0.1035923021761056,0.1397656252318745,0.2605470359972682,0.4815771865410259
132,10.0,-1.0,-1.0,4.0,4.0,5.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,F,D,0.045833557058513205,0.2818504956509201,0.0,0.030615662215017086,0.07946351462371516,0.05404642280370613,0.0959620559712993,0.15043390672169138,0.10076548709743384,0.07805964170447698,0.08296925615322677
133,10.0,7.0,8.0,7.0,-1.0,7.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,B+,A,0.004156405684358397,0.0009381050041526397,0.0,0.0001296314504363261,0.04528468526483399,0.03629304957920212,0.10007132064295146,0.16199715824369698,0.16826745999067652,0.16966326634828768,0.3131989177914039
134,10.0,4.0,7.0,4.0,-1.0,8.0,7.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B,B,0.01355678522700528,0.008846808476195386,0.0,0.00030049395959903254,0.0677404997178407,0.012257112091872779,0.10833232608767822,0.23468761182041706,0.22947126374258994,0.1490411130164086,0.17576598586039302
135,7.0,5.0,8.0,7.0,10.0,8.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,B,B,0.008793757955622943,0.0007056754949050808,0.0,4.458737192751808e-05,0.19988817168670509,0.01027855916181176,0.04148389632911665,0.2953722878898826,0.12647404785553798,0.13303317402182607,0.18392584223266434
136,-1.0,10.0,10.0,10.0,-1.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A,A,0.0002219849385755251,2.9415176111351965e-05,0.0,3.2709676087265407e-06,0.010831312461755005,0.008983888721577815,0.0007594985078055733,0.09558269051565267,0.05904413544371617,0.053854857552712715,0.7706889457144845
137,10.0,1.0,4.0,0.0,-1.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,B-,C-,0.05854166227954018,0.2084479382919993,0.0,0.24403824983306574,0.10019050693172617,0.02466092335825384,0.06338343991180129,0.10897665309027604,0.06424233710693057,0.07450971647559347,0.05300857272081324
138,10.0,9.0,7.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A-,B+,0.0003279427752694629,0.00024253826387533983,0.0,5.333827592827045e-05,0.010562794003127849,0.09718372062213622,0.017421486237318422,0.06704597981314445,0.4851174846268954,0.24302833679580876,0.07901637858649567
139,10.0,1.0,4.0,5.0,-1.0,2.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,D+,D,0.07350969987579728,0.2286527224838581,0.0,0.031393733772964436,0.10387852410497823,0.0789311648599458,0.10344855671328304,0.13957241707430024,0.0917922987744884,0.08972196226176846,0.05909892007861591
140,10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A,A,6.329440402256564e-05,0.0004111724830206416,0.0,7.319371831857833e-05,0.027899879787735445,0.04476405204883186,0.017155472050304606,0.1138514810457136,0.08992819901272711,0.26032767775299115,0.4455255776963344
141,10.0,7.0,7.0,4.0,-1.0,-1.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A-,B-,0.06287309388501823,0.0012219529140659838,0.0,0.00010262018317091958,0.044149696180260725,0.17933792120654568,0.1901554216055289,0.1544181814145567,0.12352298774325678,0.11359454535650845,0.13062357951108758
142,10.0,7.0,7.0,9.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,A-,C+,0.0809251256389306,0.0013431371910750665,0.0,0.00012433814292680322,0.030025130772007882,0.3047281337785244,0.02196943736051254,0.14010086928651536,0.2194943303086282,0.1074779185779369,0.09381157894294226
143,10.0,1.0,7.0,10.0,-1.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,B,F,0.2815287132789514,0.002353081521324141,0.0,0.00135607838755321,0.09426098347955453,0.06339031221670187,0.015139360676986575,0.1795606841402572,0.22073799560132368,0.1138179811057709,0.027854809591576532
144,7.0,10.0,9.0,10.0,-1.0,6.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,B+,A,0.001444269679442006,0.00010589890918612524,0.0,9.350931674017867e-06,0.05576517596077468,0.1056393303991532,0.00781903393416987,0.09365301583009483,0.10278015470301027,0.09263789783273127,0.5401458718197636
